Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
KF513658	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513659	-	Homo sapiens	2004	-	-	-	United Kingdom	-	false	serum
KF513660	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513661	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513662	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513663	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513664	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513665	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513666	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513667	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513668	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513669	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513670	-	Homo sapiens	2004	-	-	-	United Kingdom	-	false	serum
KF513671	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513672	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513673	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513674	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513675	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513676	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513677	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513678	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513679	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513680	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513681	-	Homo sapiens	2004	-	-	-	United Kingdom	-	false	serum
KF513682	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513683	-	Homo sapiens	2006	-	-	-	United Kingdom	-	false	serum
KF513684	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513685	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513686	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513687	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513688	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513689	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513690	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513691	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513692	-	Homo sapiens	2004	-	-	-	United Kingdom	-	false	serum
KF513693	-	Homo sapiens	2008	-	-	-	United Kingdom	-	false	serum
KF513694	-	Homo sapiens	2007	-	-	-	United Kingdom	-	false	serum
KF513695	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513696	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513697	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513698	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513699	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513700	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513701	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513702	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513703	-	Homo sapiens	2002	-	-	-	United Kingdom	-	false	serum
KF513704	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513705	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513706	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513707	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513708	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513709	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513710	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513711	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513712	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513713	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513714	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513715	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513716	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513717	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513718	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513719	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513720	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513721	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513722	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513723	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513724	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513725	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513726	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513727	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513728	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513729	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513730	-	Homo sapiens	2009	-	-	-	United Kingdom	-	false	serum
KF513731	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513732	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513733	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513734	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513735	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513736	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513737	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513738	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513739	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513740	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513741	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513742	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513743	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513744	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513745	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513746	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513747	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513748	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513749	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513750	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513751	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513752	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513753	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513754	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513755	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513756	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513757	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513758	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513759	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513760	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513761	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513762	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513763	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513764	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513765	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513766	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513767	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513768	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513769	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513770	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513771	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513772	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513773	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513774	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513775	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513776	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513777	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513778	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513779	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513780	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513781	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513782	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513783	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513784	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513785	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513786	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513787	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513788	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513789	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513790	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513791	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513792	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513793	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513794	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513795	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513796	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513797	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513798	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513799	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513800	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513801	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513802	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513803	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513804	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513805	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513806	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513807	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513808	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513809	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513810	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513811	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513812	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513813	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513814	-	Homo sapiens	2001	-	-	-	United Kingdom	-	false	serum
KF513815	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513816	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513817	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513818	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513819	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513820	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513821	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513822	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513823	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513824	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513825	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513826	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513827	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513828	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513829	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513830	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513831	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513832	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513833	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513834	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513835	-	Homo sapiens	2010	-	-	-	United Kingdom	-	false	serum
KF513836	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513837	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513838	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513839	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513840	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513841	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513842	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513843	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513844	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513845	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513846	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513847	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513848	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513849	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513850	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513851	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513852	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513853	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513854	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513855	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513856	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513857	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513858	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513859	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513860	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513861	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513862	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513863	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513864	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513865	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513866	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513867	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513868	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513869	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513870	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513871	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513872	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513873	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513874	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513875	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513876	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513877	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513878	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513879	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513880	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513881	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513882	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513883	-	Homo sapiens	2011	-	-	-	United Kingdom	-	false	serum
KF513884	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513885	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513886	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513887	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513888	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513889	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513890	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513891	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513892	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513893	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513894	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513895	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513896	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513897	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513898	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513899	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513900	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513901	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513902	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513903	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513904	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513905	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513906	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513907	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513908	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513909	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513910	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513911	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513912	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513913	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513914	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513915	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513916	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513917	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513918	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513919	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513920	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513921	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513922	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513923	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513924	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513925	-	Homo sapiens	2002	-	-	-	United Kingdom	-	false	serum
KF513926	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513927	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513928	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513929	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513930	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513931	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513932	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513933	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513934	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513935	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513936	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513937	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513938	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513939	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513940	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513941	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513942	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513943	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513944	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513945	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513946	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513947	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513948	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513949	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513950	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513951	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513952	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513953	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513954	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513955	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513956	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513957	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513958	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513959	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513960	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513961	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513962	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513963	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513964	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513965	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513966	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513967	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513968	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513969	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513970	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513971	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513972	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513973	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513974	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513975	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513976	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513977	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513978	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513979	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513980	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513981	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513982	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513983	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513984	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513985	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513986	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513987	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513988	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513989	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513990	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513991	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF513992	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513993	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513994	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513995	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513996	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513997	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513998	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF513999	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514000	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514001	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514002	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514003	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514004	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514005	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514006	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514007	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514008	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514009	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514010	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514011	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514012	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514013	-	Homo sapiens	2005	-	-	-	United Kingdom	-	false	serum
KF514014	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514015	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514016	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514017	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514018	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514019	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514020	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514021	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
KF514022	-	Homo sapiens	2012	-	-	-	United Kingdom	-	false	serum
